x,y,Dim.1,Dim.2,Dim.3,dim1_bin,dim2_bin,dim3_bin,bin_string,elevation,slope,aspect,landcover,landcover_class
366978.1622535017,5393930.741718535,0.9674969736058677,-0.003585949858949674,-3.360356438753516,"(0.431,1.22]","(-0.0752,0.235]","(-3.79,-3.28]","(0.431,1.22] (-0.0752,0.235] (-3.79,-3.28]",134.3131561279297,0.5101509094238281,85.05594635009766,4,Deciduous broadleaf forest
362746.1484018179,5408037.454557481,0.8098610970148771,0.025971679902562557,-3.335093464899299,"(0.431,1.22]","(-0.0752,0.235]","(-3.79,-3.28]","(0.431,1.22] (-0.0752,0.235] (-3.79,-3.28]",128.4197998046875,0.3058664798736572,89.63676452636719,4,Deciduous broadleaf forest
319015.33860108536,5365247.092279346,1.0808281568658715,-0.01292951193682741,-3.3934107718005726,"(0.431,1.22]","(-0.0752,0.235]","(-3.79,-3.28]","(0.431,1.22] (-0.0752,0.235] (-3.79,-3.28]",129.8881378173828,0.7342085838317871,82.3531494140625,4,Deciduous broadleaf forest
426931.69181902206,5364306.644756749,0.5958947983938148,0.22678266325031318,0.34221633656098494,"(0.431,1.22]","(-0.0752,0.235]","(0.302,0.813]","(0.431,1.22] (-0.0752,0.235] (0.302,0.813]",313.69549560546875,0.19792892038822174,71.14774322509766,13,Croplands
426931.69181902206,5364541.756637398,0.5958947983938148,0.22678266325031318,0.34221633656098494,"(0.431,1.22]","(-0.0752,0.235]","(0.302,0.813]","(0.431,1.22] (-0.0752,0.235] (0.302,0.813]",313.69549560546875,0.19792892038822174,71.14774322509766,13,Croplands
424110.3492512329,5364541.756637398,0.5651513723907831,0.15525390029419595,0.32036823044971496,"(0.431,1.22]","(-0.0752,0.235]","(0.302,0.813]","(0.431,1.22] (-0.0752,0.235] (0.302,0.813]",307.74456787109375,0.2279009073972702,57.14633560180664,13,Croplands
424110.3492512329,5364306.644756749,0.5651513723907831,0.15525390029419595,0.32036823044971496,"(0.431,1.22]","(-0.0752,0.235]","(0.302,0.813]","(0.431,1.22] (-0.0752,0.235] (0.302,0.813]",307.74456787109375,0.2279009073972702,57.14633560180664,13,Croplands
435865.94328368787,5451062.9287162665,0.6390203158244417,0.005164317381330284,3.2207770851564836,"(0.431,1.22]","(-0.0752,0.235]","(2.86,3.37]","(0.431,1.22] (-0.0752,0.235] (2.86,3.37]",59.947879791259766,0.46749258041381836,110.51025390625,1,Evergreen needleleaf forest
429282.8106255131,5456000.278209898,0.4659211347854598,0.06295029105997518,3.244416574377529,"(0.431,1.22]","(-0.0752,0.235]","(2.86,3.37]","(0.431,1.22] (-0.0752,0.235] (2.86,3.37]",48.68406677246094,0.279837042093277,119.26770782470703,1,Evergreen needleleaf forest
460787.80263249244,5425670.845606164,0.7370129367521139,0.10438909943169002,3.2054359725901596,"(0.431,1.22]","(-0.0752,0.235]","(2.86,3.37]","(0.431,1.22] (-0.0752,0.235] (2.86,3.37]",50.95588684082031,0.6749802827835083,126.70687103271484,1,Evergreen needleleaf forest
461022.91451314156,5423554.838680322,0.4720869568722591,0.06462550605137068,3.2418113634456653,"(0.431,1.22]","(-0.0752,0.235]","(2.86,3.37]","(0.431,1.22] (-0.0752,0.235] (2.86,3.37]",47.80607986450195,0.297284334897995,119.4013671875,1,Evergreen needleleaf forest
425050.79677382926,5454589.6069260035,0.5288120417698242,0.08801625729515031,3.220952667912379,"(0.431,1.22]","(-0.0752,0.235]","(2.86,3.37]","(0.431,1.22] (-0.0752,0.235] (2.86,3.37]",40.394935607910156,0.4489954710006714,122.19951629638672,1,Evergreen needleleaf forest
500521.7104621903,5415796.146618902,0.595288047808117,-0.34256552672017754,-0.07840812851924311,"(0.431,1.22]","(-0.386,-0.0752]","(-0.209,0.302]","(0.431,1.22] (-0.386,-0.0752] (-0.209,0.302]",145.0657196044922,1.3740618228912354,221.08941650390625,7,Open shrublands
341821.191024048,5360779.966547012,0.7474147736920607,-0.2258076853496433,-0.06398141765058768,"(0.431,1.22]","(-0.386,-0.0752]","(-0.209,0.302]","(0.431,1.22] (-0.386,-0.0752] (-0.209,0.302]",154.0825653076172,1.4932615756988525,243.633056640625,7,Open shrublands
439392.6214934244,5388523.168463606,0.564716549460711,-0.07825311614520038,0.01578514940942273,"(0.431,1.22]","(-0.386,-0.0752]","(-0.209,0.302]","(0.431,1.22] (-0.386,-0.0752] (-0.209,0.302]",178.69058227539062,1.2390122413635254,37.71451187133789,15,Cropland/Natural vegetation mosaic
376147.5255988166,5393695.629837886,1.0143439722914922,-0.20711967125307618,-0.15077059053241623,"(0.431,1.22]","(-0.386,-0.0752]","(-0.209,0.302]","(0.431,1.22] (-0.386,-0.0752] (-0.209,0.302]",134.80064392089844,2.0907490253448486,243.04539489746094,7,Open shrublands
448797.0967193884,5377708.021953748,1.1365462983889694,-0.2640667709648574,0.02408434995446912,"(0.431,1.22]","(-0.386,-0.0752]","(-0.209,0.302]","(0.431,1.22] (-0.386,-0.0752] (-0.209,0.302]",258.0579528808594,1.462949275970459,17.346893310546875,15,Cropland/Natural vegetation mosaic
207102.08341211383,5374416.4556246605,1.0608912556839492,-0.09213210950148243,-0.24808933560153287,"(0.431,1.22]","(-0.386,-0.0752]","(-0.72,-0.209]","(0.431,1.22] (-0.386,-0.0752] (-0.72,-0.209]",78.61175537109375,2.6530864238739014,253.64157104492188,7,Open shrublands
300441.50002980646,5411093.9090059195,0.7690778462625429,-0.3578605472882195,-0.309336517142438,"(0.431,1.22]","(-0.386,-0.0752]","(-0.72,-0.209]","(0.431,1.22] (-0.386,-0.0752] (-0.72,-0.209]",49.27454376220703,2.5505175590515137,200.63824462890625,7,Open shrublands
299501.05250721006,5411564.132767218,0.7513718158648952,-0.23604164535052943,-0.28549665721894696,"(0.431,1.22]","(-0.386,-0.0752]","(-0.72,-0.209]","(0.431,1.22] (-0.386,-0.0752] (-0.72,-0.209]",46.06272888183594,2.5132498741149902,222.1918182373047,7,Open shrublands
175126.86764383627,5414150.363454358,0.686758070334986,-0.15523667454383774,-0.2537400346945801,"(0.431,1.22]","(-0.386,-0.0752]","(-0.72,-0.209]","(0.431,1.22] (-0.386,-0.0752] (-0.72,-0.209]",65.57421112060547,2.5153675079345703,3.0240509510040283,15,Cropland/Natural vegetation mosaic
375912.41371816746,5393695.629837886,1.0332243143591353,-0.24739705846700005,-0.2254402836041365,"(0.431,1.22]","(-0.386,-0.0752]","(-0.72,-0.209]","(0.431,1.22] (-0.386,-0.0752] (-0.72,-0.209]",104.0953369140625,2.4208714962005615,230.1380615234375,7,Open shrublands
443624.63534510817,5429667.747577199,0.9569359723745688,-0.13258951147790554,-1.6498474175711304,"(0.431,1.22]","(-0.386,-0.0752]","(-1.74,-1.23]","(0.431,1.22] (-0.386,-0.0752] (-1.74,-1.23]",79.22516632080078,0.8497524857521057,4.505329608917236,5,Mixed forest
443154.41158381,5434840.208951479,0.44161877846816855,-0.13814310979595054,-1.5593833537106567,"(0.431,1.22]","(-0.386,-0.0752]","(-1.74,-1.23]","(0.431,1.22] (-0.386,-0.0752] (-1.74,-1.23]",75.00685119628906,0.07410310953855515,3.6674013137817383,5,Mixed forest
283043.22086177306,5445890.4673419865,0.6026473099583445,-0.09799314829803027,-1.6928468550928677,"(0.431,1.22]","(-0.386,-0.0752]","(-1.74,-1.23]","(0.431,1.22] (-0.386,-0.0752] (-1.74,-1.23]",20.123872756958008,0.8298124670982361,0.7137082815170288,5,Mixed forest
389313.79091516614,5426846.405009409,0.6409936416155213,-0.07596061112153984,-1.6983845137439135,"(0.431,1.22]","(-0.386,-0.0752]","(-1.74,-1.23]","(0.431,1.22] (-0.386,-0.0752] (-1.74,-1.23]",18.66850471496582,0.8971161842346191,4.378139972686768,5,Mixed forest
469016.71845521097,5486799.93457493,0.5661499275158054,-0.10658218418883762,-1.6721444865467412,"(0.431,1.22]","(-0.386,-0.0752]","(-1.74,-1.23]","(0.431,1.22] (-0.386,-0.0752] (-1.74,-1.23]",27.78719711303711,0.7030397653579712,0.6103051900863647,5,Mixed forest
506869.731239716,5409918.349602674,1.2025044160421607,-0.08731940248954329,-3.233031085150699,"(0.431,1.22]","(-0.386,-0.0752]","(-3.28,-2.76]","(0.431,1.22] (-0.386,-0.0752] (-3.28,-2.76]",228.99884033203125,0.023975005373358727,86.59728240966797,4,Deciduous broadleaf forest
506869.731239716,5410153.461483323,1.2025044160421607,-0.08731940248954329,-3.233031085150699,"(0.431,1.22]","(-0.386,-0.0752]","(-3.28,-2.76]","(0.431,1.22] (-0.386,-0.0752] (-3.28,-2.76]",228.99884033203125,0.023975005373358727,86.59728240966797,4,Deciduous broadleaf forest
288685.90599735145,5372770.672460116,0.4376811784435986,-0.21461454150051257,-3.5011383996445624,"(0.431,1.22]","(-0.386,-0.0752]","(-3.79,-3.28]","(0.431,1.22] (-0.386,-0.0752] (-3.79,-3.28]",36.79880905151367,0.6504019498825073,30.052997589111328,4,Deciduous broadleaf forest
362511.0365211688,5404510.776347745,0.9509154039087387,-0.21844540318707226,-3.4091266775918427,"(0.431,1.22]","(-0.386,-0.0752]","(-3.79,-3.28]","(0.431,1.22] (-0.386,-0.0752] (-3.79,-3.28]",132.0572509765625,0.5741821527481079,45.691734313964844,4,Deciduous broadleaf forest
192290.03493122058,5405921.447631639,0.6380586853306073,-0.17461822978165617,-3.581286161302402,"(0.431,1.22]","(-0.386,-0.0752]","(-3.79,-3.28]","(0.431,1.22] (-0.386,-0.0752] (-3.79,-3.28]",12.075512886047363,1.1864240169525146,32.46612548828125,4,Deciduous broadleaf forest
513452.8638978908,5424965.5099642165,0.43905729766180196,-0.20440070337565358,-3.423750297777738,"(0.431,1.22]","(-0.386,-0.0752]","(-3.79,-3.28]","(0.431,1.22] (-0.386,-0.0752] (-3.79,-3.28]",74.07708740234375,0.30059170722961426,38.65995407104492,4,Deciduous broadleaf forest
303497.95447824476,5382645.371447379,0.5148688641411509,-0.21877307756724945,-3.4642197041431415,"(0.431,1.22]","(-0.386,-0.0752]","(-3.79,-3.28]","(0.431,1.22] (-0.386,-0.0752] (-3.79,-3.28]",62.927242279052734,0.5296962261199951,33.89393615722656,4,Deciduous broadleaf forest
478186.08180052583,5481627.47320065,0.4697499592543309,-0.34536342664103786,0.6645762110588381,"(0.431,1.22]","(-0.386,-0.0752]","(0.302,0.813]","(0.431,1.22] (-0.386,-0.0752] (0.302,0.813]",29.498315811157227,0.11943319439888,358.4708251953125,11,Tall grasslands
305849.0732847357,5372065.336818169,0.5142917889799731,-0.36481909283025976,0.6364519317850578,"(0.431,1.22]","(-0.386,-0.0752]","(0.302,0.813]","(0.431,1.22] (-0.386,-0.0752] (0.302,0.813]",22,0.26644906401634216,353.5009460449219,11,Tall grasslands
427401.9155803203,5419557.936709288,0.8314693515386055,-0.3755722888665809,0.6234096397999087,"(0.431,1.22]","(-0.386,-0.0752]","(0.302,0.813]","(0.431,1.22] (-0.386,-0.0752] (0.302,0.813]",47.22350311279297,0.5367717742919922,355.54620361328125,11,Tall grasslands
472073.1729036493,5456000.278209898,0.48758842771564925,-0.37525058195690814,0.6536989701002118,"(0.431,1.22]","(-0.386,-0.0752]","(0.302,0.813]","(0.431,1.22] (-0.386,-0.0752] (0.302,0.813]",29.097835540771484,0.16108526289463043,352.9429931640625,11,Tall grasslands
244955.09619661892,5439072.222803162,0.7917794561375274,-0.3481036536581661,0.5760577553922841,"(0.431,1.22]","(-0.386,-0.0752]","(0.302,0.813]","(0.431,1.22] (-0.386,-0.0752] (0.302,0.813]",16.998319625854492,0.7477320432662964,355.12432861328125,11,Tall grasslands
462198.47391638707,5435545.544593426,0.8079075483533928,-0.18084349937110072,3.204975045427803,"(0.431,1.22]","(-0.386,-0.0752]","(2.86,3.37]","(0.431,1.22] (-0.386,-0.0752] (2.86,3.37]",88.6761245727539,0.5264142751693726,81.66027069091797,1,Evergreen needleleaf forest
445740.6422709501,5430843.306980444,0.6880465497036108,-0.3440756128745283,3.1902109133185506,"(0.431,1.22]","(-0.386,-0.0752]","(2.86,3.37]","(0.431,1.22] (-0.386,-0.0752] (2.86,3.37]",87.66731262207031,0.39842718839645386,52.076904296875,1,Evergreen needleleaf forest
453499.3343323704,5433664.6495482335,0.7868440457409266,-0.16685100468084801,3.2169445213283816,"(0.431,1.22]","(-0.386,-0.0752]","(2.86,3.37]","(0.431,1.22] (-0.386,-0.0752] (2.86,3.37]",91.04130554199219,0.46639227867126465,84.66600036621094,1,Evergreen needleleaf forest
435160.6076417406,5449417.145551723,0.7067697438174192,-0.24860078136418481,3.1413062949335,"(0.431,1.22]","(-0.386,-0.0752]","(2.86,3.37]","(0.431,1.22] (-0.386,-0.0752] (2.86,3.37]",54.86868667602539,0.7041500806808472,63.42218780517578,1,Evergreen needleleaf forest
500521.7104621903,5459526.956419635,0.6242075626050184,-0.22702465475199077,3.1871943746257037,"(0.431,1.22]","(-0.386,-0.0752]","(2.86,3.37]","(0.431,1.22] (-0.386,-0.0752] (2.86,3.37]",67.2621841430664,0.4503905177116394,69.7329330444336,1,Evergreen needleleaf forest
419643.2235189,5391814.7347926935,0.533314090628845,-0.5316240606847431,-0.15229716155576387,"(0.431,1.22]","(-0.696,-0.386]","(-0.209,0.302]","(0.431,1.22] (-0.696,-0.386] (-0.209,0.302]",123.21038818359375,1.5411573648452759,182.9368438720703,7,Open shrublands
386962.6721086751,5364306.644756749,0.8595131577583885,-0.625898540849288,0.012760791942972817,"(0.431,1.22]","(-0.696,-0.386]","(-0.209,0.302]","(0.431,1.22] (-0.696,-0.386] (-0.209,0.302]",246.4700469970703,0.9356556534767151,187.57887268066406,7,Open shrublands
216036.33487677964,5364776.868518047,0.5859668048514224,-0.4099982014341868,-0.1512873559510037,"(0.431,1.22]","(-0.696,-0.386]","(-0.209,0.302]","(0.431,1.22] (-0.696,-0.386] (-0.209,0.302]",115.49774169921875,1.6575875282287598,203.51211547851562,7,Open shrublands
184296.23098915117,5377472.910073099,0.43553515934494735,-0.49659325564851553,-0.05923084586738865,"(0.431,1.22]","(-0.696,-0.386]","(-0.209,0.302]","(0.431,1.22] (-0.696,-0.386] (-0.209,0.302]",155.9971923828125,1.0681822299957275,195.41249084472656,7,Open shrublands
407182.29384449776,5381469.812044133,0.709270738882457,-0.5407225946710175,-0.019428666898054132,"(0.431,1.22]","(-0.696,-0.386]","(-0.209,0.302]","(0.431,1.22] (-0.696,-0.386] (-0.209,0.302]",206.8126983642578,1.0410033464431763,196.11874389648438,7,Open shrublands
333357.1633206804,5377237.798192449,0.8456457485614766,-0.4424028713933209,-0.22224330291143538,"(0.431,1.22]","(-0.696,-0.386]","(-0.72,-0.209]","(0.431,1.22] (-0.696,-0.386] (-0.72,-0.209]",108.9230728149414,2.14117693901062,195.9700469970703,7,Open shrublands
373326.1830310273,5408977.902080078,0.5315108081244492,-0.6520181279776027,-0.25038972288095024,"(0.431,1.22]","(-0.696,-0.386]","(-0.72,-0.209]","(0.431,1.22] (-0.696,-0.386] (-0.72,-0.209]",87.6801986694336,1.9094324111938477,154.65570068359375,7,Open shrublands
172775.74883734528,5369008.882369731,0.46230948410537226,-0.5653694847061629,-0.2475710186965165,"(0.431,1.22]","(-0.696,-0.386]","(-0.72,-0.209]","(0.431,1.22] (-0.696,-0.386] (-0.72,-0.209]",72.9626235961914,1.9094876050949097,167.8358612060547,7,Open shrublands
178183.32209227458,5396046.748644377,0.9171077808991176,-0.39406679697840463,-0.22077964469221392,"(0.431,1.22]","(-0.696,-0.386]","(-0.72,-0.209]","(0.431,1.22] (-0.696,-0.386] (-0.72,-0.209]",111.24251556396484,2.217193603515625,205.03125,7,Open shrublands
174656.64388253808,5356547.952695329,0.8761343677297522,-0.5080755839749067,-0.23362324300826068,"(0.431,1.22]","(-0.696,-0.386]","(-0.72,-0.209]","(0.431,1.22] (-0.696,-0.386] (-0.72,-0.209]",113.39618682861328,2.168822765350342,184.8094024658203,7,Open shrublands
317134.44355589256,5359134.183382468,0.8801215905553645,-0.46515808818170207,-3.40987370515565,"(0.431,1.22]","(-0.696,-0.386]","(-3.79,-3.28]","(0.431,1.22] (-0.696,-0.386] (-3.79,-3.28]",151.80789184570312,0.3566862642765045,4.634554386138916,4,Deciduous broadleaf forest
315018.43663005065,5365717.3160406435,0.9907076207880177,-0.39958495685578066,-3.4236201644798325,"(0.431,1.22]","(-0.696,-0.386]","(-3.79,-3.28]","(0.431,1.22] (-0.696,-0.386] (-3.79,-3.28]",148.48806762695312,0.5419204831123352,15.730381965637207,4,Deciduous broadleaf forest
358749.2464307832,5362895.973472854,1.1224293199413453,-0.5046587284150554,-3.317934103643431,"(0.431,1.22]","(-0.696,-0.386]","(-3.79,-3.28]","(0.431,1.22] (-0.696,-0.386] (-3.79,-3.28]",224.87306213378906,0.07007230073213577,10.270099639892578,4,Deciduous broadleaf forest
370269.7285825891,5400984.098138008,0.961323121475698,-0.3954964411609108,-3.5498244298640387,"(0.431,1.22]","(-0.696,-0.386]","(-3.79,-3.28]","(0.431,1.22] (-0.696,-0.386] (-3.79,-3.28]",82.82090759277344,1.1082735061645508,4.624206066131592,4,Deciduous broadleaf forest
361335.47711792326,5405216.111989692,1.0464303341865493,-0.44642524569391917,-3.5044996724927353,"(0.431,1.22]","(-0.696,-0.386]","(-3.79,-3.28]","(0.431,1.22] (-0.696,-0.386] (-3.79,-3.28]",118.97147369384766,0.9214415550231934,1.7808789014816284,4,Deciduous broadleaf forest
423405.0136092856,5413680.13969306,0.5919407187809121,-0.6712186300151378,0.591514435421274,"(0.431,1.22]","(-0.696,-0.386]","(0.302,0.813]","(0.431,1.22] (-0.696,-0.386] (0.302,0.813]",40.69068145751953,0.3134116232395172,301.152587890625,11,Tall grasslands
486650.1095038934,5481627.47320065,0.4590974428907949,-0.4262961708406674,0.6387426337807901,"(0.431,1.22]","(-0.696,-0.386]","(0.302,0.813]","(0.431,1.22] (-0.696,-0.386] (0.302,0.813]",24.535179138183594,0.1750435084104538,342.90570068359375,11,Tall grasslands
484063.87881675333,5404745.888228394,1.0620120787642326,-0.5000001087252448,0.7115303549440887,"(0.431,1.22]","(-0.696,-0.386]","(0.302,0.813]","(0.431,1.22] (-0.696,-0.386] (0.302,0.813]",126.53861236572266,0.2004041224718094,346.92608642578125,11,Tall grasslands
453499.3343323704,5416501.482260849,1.0762048622391216,-0.3897809438188345,0.6337231407310987,"(0.431,1.22]","(-0.696,-0.386]","(0.302,0.813]","(0.431,1.22] (-0.696,-0.386] (0.302,0.813]",77.40565490722656,0.6469870209693909,357.9945068359375,11,Tall grasslands
428812.58686421486,5418617.489186691,0.5698923576013842,-0.39116070769327566,0.6595679190310509,"(0.431,1.22]","(-0.696,-0.386]","(0.302,0.813]","(0.431,1.22] (-0.696,-0.386] (0.302,0.813]",41.649810791015625,0.1792699694633484,352.18182373046875,11,Tall grasslands
457261.12442275597,5426846.405009409,0.7463424864390427,-0.5976996992970756,3.141559065123949,"(0.431,1.22]","(-0.696,-0.386]","(2.86,3.37]","(0.431,1.22] (-0.696,-0.386] (2.86,3.37]",96.90064239501953,0.4861738085746765,7.625516891479492,1,Evergreen needleleaf forest
443154.41158381,5434369.985190181,0.4645207541991223,-0.46742514424395337,3.1841291878863154,"(0.431,1.22]","(-0.696,-0.386]","(2.86,3.37]","(0.431,1.22] (-0.696,-0.386] (2.86,3.37]",76.6303482055664,0.18706311285495758,28.100553512573242,1,Evergreen needleleaf forest
458906.90758729965,5425200.621844865,1.1505108818922707,-0.4341931162050609,3.088308731187959,"(0.431,1.22]","(-0.696,-0.386]","(2.86,3.37]","(0.431,1.22] (-0.696,-0.386] (2.86,3.37]",91.59046936035156,1.1238731145858765,35.59800720214844,1,Evergreen needleleaf forest
398012.93049918284,5430843.306980444,0.61107224861141,-0.4123490953127346,3.063516743671511,"(0.431,1.22]","(-0.696,-0.386]","(2.86,3.37]","(0.431,1.22] (-0.696,-0.386] (2.86,3.37]",25.07982635498047,0.8838428854942322,28.4853515625,1,Evergreen needleleaf forest
494879.02532661194,5452238.488119513,1.1430815453100949,-0.5420054813970545,2.9912668152276227,"(0.431,1.22]","(-0.696,-0.386]","(2.86,3.37]","(0.431,1.22] (-0.696,-0.386] (2.86,3.37]",54.6655387878418,1.4922229051589966,9.357187271118164,1,Evergreen needleleaf forest
358514.13455013407,5358428.847740522,0.8362141228324345,-0.8567951903447174,-0.14817600684471124,"(0.431,1.22]","(-1.01,-0.696]","(-0.209,0.302]","(0.431,1.22] (-1.01,-0.696] (-0.209,0.302]",189.8633575439453,1.502602219581604,135.4665985107422,7,Open shrublands
422464.56608668924,5374181.343744011,0.9961366014309005,-0.771444000161248,-0.06999539524336645,"(0.431,1.22]","(-1.01,-0.696]","(-0.209,0.302]","(0.431,1.22] (-1.01,-0.696] (-0.209,0.302]",234.57760620117188,1.310363531112671,158.7671661376953,7,Open shrublands
184531.34286980028,5377943.1338343965,0.5095087294413416,-0.8982498217470023,-0.1544453466986828,"(0.431,1.22]","(-1.01,-0.696]","(-0.209,0.302]","(0.431,1.22] (-1.01,-0.696] (-0.209,0.302]",159.87417602539062,1.2785722017288208,123.10198974609375,7,Open shrublands
508985.7381655579,5412034.356528516,0.4944691693796041,-0.8201212563795157,-0.1495034597680212,"(0.431,1.22]","(-1.01,-0.696]","(-0.209,0.302]","(0.431,1.22] (-1.01,-0.696] (-0.209,0.302]",152.34410095214844,1.2999989986419678,135.94065856933594,7,Open shrublands
393075.58100555174,5376767.574431151,0.4920097906389879,-0.8019870355163422,-0.12311576262139262,"(0.431,1.22]","(-1.01,-0.696]","(-0.209,0.302]","(0.431,1.22] (-1.01,-0.696] (-0.209,0.302]",163.1744842529297,1.188951015472412,141.1983642578125,7,Open shrublands
376617.74936011474,5409683.237722025,0.5108689924779392,-0.8826801677904844,-0.3381223259394102,"(0.431,1.22]","(-1.01,-0.696]","(-0.72,-0.209]","(0.431,1.22] (-1.01,-0.696] (-0.72,-0.209]",67.49561309814453,2.1398229598999023,109.18219757080078,7,Open shrublands
352636.33753390657,5398868.0912121665,0.881160909751773,-0.7101684692665682,-0.2955814618656249,"(0.431,1.22]","(-1.01,-0.696]","(-0.72,-0.209]","(0.431,1.22] (-1.01,-0.696] (-0.72,-0.209]",105.30445861816406,2.3175835609436035,146.664794921875,7,Open shrublands
479126.52932312223,5410858.797125271,0.9296619353842018,-0.874697153053764,-0.2925651858948395,"(0.431,1.22]","(-1.01,-0.696]","(-0.72,-0.209]","(0.431,1.22] (-1.01,-0.696] (-0.72,-0.209]",129.41653442382812,2.221925735473633,121.09375762939453,7,Open shrublands
343937.19794988993,5395576.524883079,0.6807889596917046,-0.9742854804561669,-0.35918517842410747,"(0.431,1.22]","(-1.01,-0.696]","(-0.72,-0.209]","(0.431,1.22] (-1.01,-0.696] (-0.72,-0.209]",83.41878509521484,2.2897496223449707,95.13856506347656,7,Open shrublands
299971.2762685082,5397457.419928272,0.8308622356501394,-0.8076305054033862,-0.3686294326815721,"(0.431,1.22]","(-1.01,-0.696]","(-0.72,-0.209]","(0.431,1.22] (-1.01,-0.696] (-0.72,-0.209]",74.99040985107422,2.5528030395507812,123.5778579711914,7,Open shrublands
301146.83567175374,5356547.952695329,1.1179775698702465,-0.9195952418101867,0.5524155875697688,"(0.431,1.22]","(-1.01,-0.696]","(0.302,0.813]","(0.431,1.22] (-1.01,-0.696] (0.302,0.813]",99.0495834350586,0.6814239025115967,265.70867919921875,11,Tall grasslands
478421.19368117495,5451533.152477565,0.47426215635233826,-0.7420727773127633,0.5731545803250997,"(0.431,1.22]","(-1.01,-0.696]","(0.302,0.813]","(0.431,1.22] (-1.01,-0.696] (0.302,0.813]",28.031532287597656,0.26810282468795776,286.2154235839844,11,Tall grasslands
437276.6145675825,5414385.4753350075,0.7500496911964434,-0.7432033757375198,0.5924804675618757,"(0.431,1.22]","(-1.01,-0.696]","(0.302,0.813]","(0.431,1.22] (-1.01,-0.696] (0.302,0.813]",64.227813720703125,0.3670734763145447,292.07037353515625,11,Tall grasslands
314548.2128687524,5361720.414069609,1.169124091925961,-0.8199146807003419,0.6583251820987476,"(0.431,1.22]","(-1.01,-0.696]","(0.302,0.813]","(0.431,1.22] (-1.01,-0.696] (0.302,0.813]",145.4498291015625,0.29636332392692566,292.1120300292969,11,Tall grasslands
465490.04024547443,5405921.447631639,0.6431685476372446,-0.9658372019363053,0.5508731537724577,"(0.431,1.22]","(-1.01,-0.696]","(0.302,0.813]","(0.431,1.22] (-1.01,-0.696] (0.302,0.813]",57.67909622192383,0.3306185305118561,250.6812286376953,11,Tall grasslands
391429.79784100805,5364306.644756749,0.8308349493522464,-1.2884558598908644,-0.18536675359692578,"(0.431,1.22]","(-1.32,-1.01]","(-0.209,0.302]","(0.431,1.22] (-1.32,-1.01] (-0.209,0.302]",218.0719757080078,1.3692669868469238,62.26561737060547,7,Open shrublands
367918.60977609805,5359369.295263118,0.45546904906346347,-1.090307809092783,-0.07650788902488184,"(0.431,1.22]","(-1.32,-1.01]","(-0.209,0.302]","(0.431,1.22] (-1.32,-1.01] (-0.209,0.302]",214.17225646972656,0.746871829032898,98.19258117675781,7,Open shrublands
408592.96512839233,5359839.519024416,0.8450663053153048,-1.1392064423675914,-0.12641488474572637,"(0.431,1.22]","(-1.32,-1.01]","(-0.209,0.302]","(0.431,1.22] (-1.32,-1.01] (-0.209,0.302]",232.29661560058594,1.2106901407241821,91.89857482910156,7,Open shrublands
416586.76907046174,5365482.204159995,0.5609056641101952,-1.1341303989485583,0.048176467149625445,"(0.431,1.22]","(-1.32,-1.01]","(-0.209,0.302]","(0.431,1.22] (-1.32,-1.01] (-0.209,0.302]",290.7374267578125,0.21193882822990417,103.92639923095703,7,Open shrublands
449502.43236133567,5372065.336818169,0.8824253797914392,-1.114037042068052,-0.10623035731732554,"(0.431,1.22]","(-1.32,-1.01]","(-0.209,0.302]","(0.431,1.22] (-1.32,-1.01] (-0.209,0.302]",243.1210174560547,1.160553216934204,98.35951232910156,7,Open shrublands
194170.92997641338,5375827.126908555,0.4328451732718034,-1.1453738769475168,-0.22782305167046288,"(0.431,1.22]","(-1.32,-1.01]","(-0.72,-0.209]","(0.431,1.22] (-1.32,-1.01] (-0.72,-0.209]",143.1966552734375,1.3926533460617065,75.378692626953125,7,Open shrublands
382260.4344956932,5403100.10506385,0.6281526336882495,-1.2349304979745233,-0.42671471929954413,"(0.431,1.22]","(-1.32,-1.01]","(-0.72,-0.209]","(0.431,1.22] (-1.32,-1.01] (-0.72,-0.209]",73.41864776611328,2.383814811706543,46.12856674194336,7,Open shrublands
195816.71314095706,5374181.343744011,0.5041729657969206,-1.2322278660067392,-0.3016029038517182,"(0.431,1.22]","(-1.32,-1.01]","(-0.72,-0.209]","(0.431,1.22] (-1.32,-1.01] (-0.72,-0.209]",123.05786895751953,1.7220820188522339,55.84016799926758,7,Open shrublands
343937.19794988993,5396046.748644377,0.5018545565174078,-1.056524006215482,-0.3473561397054207,"(0.431,1.22]","(-1.32,-1.01]","(-0.72,-0.209]","(0.431,1.22] (-1.32,-1.01] (-0.72,-0.209]",81.037567138671875,2.054863691329956,80.10954284667969,7,Open shrublands
367448.3860147999,5366422.651682591,0.8102545401199073,-1.2574393967735156,-0.24743726985507125,"(0.431,1.22]","(-1.32,-1.01]","(-0.72,-0.209]","(0.431,1.22] (-1.32,-1.01] (-0.72,-0.209]",182.02012634277344,1.6638799905776978,61.39683151245117,7,Open shrublands
302322.39507499925,5415090.810976954,1.1082473145597471,-1.0838813510115963,0.3852024308530242,"(0.431,1.22]","(-1.32,-1.01]","(0.302,0.813]","(0.431,1.22] (-1.32,-1.01] (0.302,0.813]",33.37444305419922,1.333248496055603,224.01449584960938,11,Tall grasslands
