x,y,Dim.1,Dim.2,Dim.3,dim1_bin,dim2_bin,dim3_bin,bin_string,elevation,slope,aspect,landcover,landcover_class
442684.18782251177,5362895.973472854,2.7254120698983355,0.7168955196606195,-1.5687952463474535,"(2.01,2.8]","(0.545,0.856]","(-1.74,-1.23]","(2.01,2.8] (0.545,0.856] (-1.74,-1.23]",196.62814331054688,2.2813520431518555,176.71261596679688,5,Mixed forest
192760.25869251878,5410153.461483323,-0.6414581662987887,-0.3615542240481089,-0.049964250405858,"(-1.15,-0.359]","(-0.386,-0.0752]","(-0.209,0.302]","(-1.15,-0.359] (-0.386,-0.0752] (-0.209,0.302]",42.282447814941406,0.3810867369174957,201.2581024169922,7,Open shrublands
211804.32102509585,5397222.308047622,0.13554590522289311,0.513364997940338,-3.307498879674625,"(-0.359,0.431]","(0.235,0.545]","(-3.79,-3.28]","(-0.359,0.431] (0.235,0.545] (-3.79,-3.28]",24.028451919555664,0.05638968199491501,160.37539672851562,4,Deciduous broadleaf forest
477245.63427792944,5379824.028879589,4.30057547922693,0.5685318823692128,-1.5653634928114522,"(3.59,4.38]","(0.545,0.856]","(-1.74,-1.23]","(3.59,4.38] (0.545,0.856] (-1.74,-1.23]",365.9764404296875,3.2420575618743896,177.62896728515625,5,Mixed forest
476775.41051663127,5424495.286202919,1.5912478875996454,0.859192046484251,-1.5793257862462067,"(1.22,2.01]","(0.856,1.17]","(-1.74,-1.23]","(1.22,2.01] (0.856,1.17] (-1.74,-1.23]",66.83634948730469,1.651674509048462,181.06497192382812,5,Mixed forest
384376.44142153504,5447771.362387179,0.37327128375183133,0.8899957128705933,3.378622014901931,"(-0.359,0.431]","(0.856,1.17]","(3.37,3.89]","(-0.359,0.431] (0.856,1.17] (3.37,3.89]",15.85997486114502,0.17357711493968964,263.55096435546875,1,Evergreen needleleaf forest
465725.15212612355,5456705.613851845,-0.9553732141939518,0.7588391650775188,0.054924308397245346,"(-1.15,-0.359]","(0.545,0.856]","(-0.209,0.302]","(-1.15,-0.359] (0.545,0.856] (-0.209,0.302]",32.041770935058594,0.10272087901830673,136.4246826171875,14,Urban and built-up
489706.5639523317,5417912.153544744,0.21728756795350457,1.3415492002463825,0.33266231691266707,"(-0.359,0.431]","(1.17,1.48]","(0.302,0.813]","(-0.359,0.431] (1.17,1.48] (0.302,0.813]",146.98582458496094,0.5274469256401062,290.21600341796875,15,Cropland/Natural vegetation mosaic
335943.3940078205,5367833.322966485,0.9375406779444876,0.4357797620696538,-0.09077875171178575,"(0.431,1.22]","(0.235,0.545]","(-0.209,0.302]","(0.431,1.22] (0.235,0.545] (-0.209,0.302]",86.90735626220703,2.209887981414795,351.15625,7,Open shrublands
342996.7504272935,5383585.818969975,-0.1799545555083153,-0.27789854421916943,0.027858445461648663,"(-0.359,0.431]","(-0.386,-0.0752]","(-0.209,0.302]","(-0.359,0.431] (-0.386,-0.0752] (-0.209,0.302]",116.00311279296875,0.3961435556411743,228.96128845214844,7,Open shrublands
433514.8244771969,5407802.342676832,-0.39347839410584867,-0.2050064885699285,-0.02472456098653569,"(-1.15,-0.359]","(-0.386,-0.0752]","(-0.209,0.302]","(-1.15,-0.359] (-0.386,-0.0752] (-0.209,0.302]",61.519107818603516,0.5438214540481567,232.69989013671875,7,Open shrublands
201459.39827653544,5374651.567505309,0.160813924385691,-1.2576169568100295,-0.23263235098631505,"(-0.359,0.431]","(-1.32,-1.01]","(-0.72,-0.209]","(-0.359,0.431] (-1.32,-1.01] (-0.72,-0.209]",126.9125747680664,1.1499006748199463,52.554534912109375,7,Open shrublands
337824.2890530133,5371124.889295572,-0.20624042551663313,0.2900131781148673,0.08819885543473961,"(-0.359,0.431]","(0.235,0.545]","(-0.209,0.302]","(-0.359,0.431] (0.235,0.545] (-0.209,0.302]",81.32405090332031,0.49591490626335144,325.76922607421875,7,Open shrublands
378498.6444053076,5411093.9090059195,-0.29085108347419447,1.3941707074623788,0.19856049694984332,"(-0.359,0.431]","(1.17,1.48]","(-0.209,0.302]","(-0.359,0.431] (1.17,1.48] (-0.209,0.302]",26.08278465270996,0.8359067440032959,278.7731628417969,15,Cropland/Natural vegetation mosaic
370739.9523438873,5465404.753435862,0.0971694429374549,-0.5358306622869704,3.131364771960016,"(-0.359,0.431]","(-0.696,-0.386]","(2.86,3.37]","(-0.359,0.431] (-0.696,-0.386] (2.86,3.37]",22.687204360961914,0.13134755194187164,6.578165054321289,1,Evergreen needleleaf forest
351460.7781306611,5484448.815768439,-1.1735829292916409,-0.9550550117264937,-0.15828652943164037,"(-1.95,-1.15]","(-1.01,-0.696]","(-0.209,0.302]","(-1.95,-1.15] (-1.01,-0.696] (-0.209,0.302]",2.3385493755340576,0.10237301886081696,87.29510498046875,7,Open shrublands
358749.2464307832,5487035.046455579,-1.2868623988783052,-1.1869510726622672,-0.19217847963750218,"(-1.95,-1.15]","(-1.32,-1.01]","(-0.209,0.302]","(-1.95,-1.15] (-1.32,-1.01] (-0.209,0.302]",0,0.01937704160809517,45,7,Open shrublands
414000.5383833216,5462818.522748722,-0.9117687675954966,-0.5224958847354312,-0.06621039280698333,"(-1.15,-0.359]","(-0.696,-0.386]","(-0.209,0.302]","(-1.15,-0.359] (-0.696,-0.386] (-0.209,0.302]",25.824567794799805,0.15837523341178894,169.5631561279297,7,Open shrublands
282808.10898112395,5451533.152477565,-0.7091755940315669,0.5382656233731263,0.0864971236725823,"(-1.15,-0.359]","(0.235,0.545]","(-0.209,0.302]","(-1.15,-0.359] (0.235,0.545] (-0.209,0.302]",5.028190612792969,0.3323466181755066,357.89788818359375,7,Open shrublands
294563.70301357895,5362425.749711556,-0.20795303121544692,0.305607272559255,0.07776718708150443,"(-0.359,0.431]","(0.235,0.545]","(-0.209,0.302]","(-0.359,0.431] (0.235,0.545] (-0.209,0.302]",74.299957275390625,0.553879976272583,327.32879638671875,7,Open shrublands
471367.83726170193,5440247.782206409,-1.0337101646567246,0.2869387720085399,-0.040455947434838484,"(-1.15,-0.359]","(0.235,0.545]","(-0.209,0.302]","(-1.15,-0.359] (0.235,0.545] (-0.209,0.302]",28.858158111572266,0.16033688187599182,50.36520767211914,14,Urban and built-up
250127.55757089908,5439777.55844511,-0.7703281059387788,1.9241714005187072,0.43112682500708505,"(-1.15,-0.359]","(1.79,2.1]","(0.302,0.813]","(-1.15,-0.359] (1.79,2.1] (0.302,0.813]",41.02568435668945,0.03590792790055275,332.19158935546875,13,Croplands
335238.0583658732,5438366.887161216,-1.0417942974157768,0.6332370951600717,0.12546129197383843,"(-1.15,-0.359]","(0.545,0.856]","(-0.209,0.302]","(-1.15,-0.359] (0.545,0.856] (-0.209,0.302]",0.787083089351654,0.12723295390605927,137.48162841796875,15,Cropland/Natural vegetation mosaic
412119.6433381288,5479511.466274808,0.2578738878209578,0.15307111927926015,-3.417063845672708,"(-0.359,0.431]","(-0.0752,0.235]","(-3.79,-3.28]","(-0.359,0.431] (-0.0752,0.235] (-3.79,-3.28]",20.945568084716797,0.3952105939388275,94.220947265625,4,Deciduous broadleaf forest
233669.72592546212,5366657.76356324,-0.1679175559421792,0.3538069072751195,0.038899511514661644,"(-0.359,0.431]","(0.235,0.545]","(-0.209,0.302]","(-0.359,0.431] (0.235,0.545] (-0.209,0.302]",53.67265319824219,0.794766366481781,332.263427734375,7,Open shrublands
301852.171313701,5415090.810976954,-0.6834801946751798,1.9443124352097336,0.39533306577985533,"(-1.15,-0.359]","(1.79,2.1]","(0.302,0.813]","(-1.15,-0.359] (1.79,2.1] (0.302,0.813]",29.48175811767578,0.27507564425468445,333.5964660644531,13,Croplands
386492.44834737695,5463758.970271318,-0.8752805715639118,0.915504140744372,0.20430734791478322,"(-1.15,-0.359]","(0.856,1.17]","(-0.209,0.302]","(-1.15,-0.359] (0.856,1.17] (-0.209,0.302]",24.972007751464844,0.07403970509767532,192.77920532226562,15,Cropland/Natural vegetation mosaic
410238.748292936,5482332.8088425975,-1.0393152215710382,-0.6435058473335893,-0.09151370281946797,"(-1.15,-0.359]","(-0.696,-0.386]","(-0.209,0.302]","(-1.15,-0.359] (-0.696,-0.386] (-0.209,0.302]",14.257913589477539,0.1033615991473198,145.74130249023438,7,Open shrublands
198167.83194744805,5432253.978264339,-0.9873566054161328,0.20076458888642232,0.05593865823251922,"(-1.15,-0.359]","(-0.0752,0.235]","(-0.209,0.302]","(-1.15,-0.359] (-0.0752,0.235] (-0.209,0.302]",0.007832166738808155,0.047049060463905334,296.25408935546875,7,Open shrublands
306789.5208073321,5420498.384231884,-0.2983740972461196,1.8113176453880993,0.34110534656715824,"(-0.359,0.431]","(1.79,2.1]","(0.302,0.813]","(-0.359,0.431] (1.79,2.1] (0.302,0.813]",50.30479049682617,0.4630278944969177,358.8664245605469,15,Cropland/Natural vegetation mosaic
483593.6550554551,5493147.955352455,-1.1089461608606768,-0.7165517017183205,-0.09461864411946073,"(-1.15,-0.359]","(-1.01,-0.696]","(-0.209,0.302]","(-1.15,-0.359] (-1.01,-0.696] (-0.209,0.302]",14,0.018924113363027573,132.56690979003906,7,Open shrublands
412824.97898007615,5472222.997974685,0.6578441766440529,1.7164133685385434,-1.285063880977405,"(0.431,1.22]","(1.48,1.79]","(-1.74,-1.23]","(0.431,1.22] (1.48,1.79] (-1.74,-1.23]",29.008703231811523,0.24970823526382446,331.44097900390625,5,Mixed forest
354517.23257909936,5476455.01182637,-0.9169516238374759,0.5825488122374702,0.1061131599905317,"(-1.15,-0.359]","(0.545,0.856]","(-0.209,0.302]","(-1.15,-0.359] (0.545,0.856] (-0.209,0.302]",12.669676780700684,0.500910222530365,83.8860092163086,13,Croplands
513217.7520172417,5403100.10506385,2.6130449130395355,0.9863373046428605,-1.2516299565728146,"(2.01,2.8]","(0.856,1.17]","(-1.74,-1.23]","(2.01,2.8] (0.856,1.17] (-1.74,-1.23]",313.22247314453125,0.9258012771606445,246.93667602539062,5,Mixed forest
223324.80317690174,5397222.308047622,-1.2577511087703879,-1.4506491811032325,-0.22369163053875063,"(-1.95,-1.15]","(-1.63,-1.32]","(-0.72,-0.209]","(-1.95,-1.15] (-1.63,-1.32] (-0.72,-0.209]",16,8.090201299637556e-4,1.0559441342150588e-11,7,Open shrublands
291977.4723264389,5384526.266492572,-0.36123043051534004,-0.43731404921154143,-0.09597820074782813,"(-1.15,-0.359]","(-0.696,-0.386]","(-0.209,0.302]","(-1.15,-0.359] (-0.696,-0.386] (-0.209,0.302]",54.746910095214844,0.7331249713897705,189.2627410888672,7,Open shrublands
336648.7296497678,5359369.295263118,0.014453061309046073,-0.7884422945129778,-0.089437408728301665,"(-0.359,0.431]","(-1.01,-0.696]","(-0.209,0.302]","(-0.359,0.431] (-1.01,-0.696] (-0.209,0.302]",132.42764282226562,0.7151564359664917,138.94935607910156,7,Open shrublands
211334.09726379765,5408507.67831878,-0.3236914652136183,0.3698455403703701,0.04833086121931395,"(-0.359,0.431]","(0.235,0.545]","(-0.209,0.302]","(-0.359,0.431] (0.235,0.545] (-0.209,0.302]",41.6066780090332,0.6555273532867432,333.2691955566406,7,Open shrublands
350990.5543693629,5445890.4673419865,-0.008872361579901952,0.4980731463778136,-3.3286824071148886,"(-0.359,0.431]","(0.235,0.545]","(-3.79,-3.28]","(-0.359,0.431] (0.235,0.545] (-3.79,-3.28]",1.3378735780715942,0.04462747275829315,153.75021362304688,4,Deciduous broadleaf forest
425991.2442964257,5360544.854666363,1.1959779703713929,0.788341652164288,0.37159030021796025,"(0.431,1.22]","(0.545,0.856]","(0.302,0.813]","(0.431,1.22] (0.545,0.856] (0.302,0.813]",320.7161560058594,0.6320325136184692,219.55056762695312,15,Cropland/Natural vegetation mosaic
465960.26400677266,5469871.879168195,-0.015012711751844102,-2.210741933639277,0.3333191050750968,"(-0.359,0.431]","(-2.25,-1.94]","(0.302,0.813]","(-0.359,0.431] (-2.25,-1.94] (0.302,0.813]",22.70660400390625,0.015417695976793766,19.653030395507812,11,Tall grasslands
178418.4339729237,5381469.812044133,0.6972136919292451,0.05539554966887744,-0.12126458460895309,"(0.431,1.22]","(-0.0752,0.235]","(-0.209,0.302]","(0.431,1.22] (-0.0752,0.235] (-0.209,0.302]",90.24315643310547,1.9202486276626587,283.1772766113281,7,Open shrublands
384611.55330218415,5380764.476402186,0.2232554035772835,-0.4482755159115997,0.024640235827275692,"(-0.359,0.431]","(-0.696,-0.386]","(-0.209,0.302]","(-0.359,0.431] (-0.696,-0.386] (-0.209,0.302]",171.77793884277344,0.5684914588928223,207.42446899414062,7,Open shrublands
343466.9741885917,5429197.5238159,-0.8478310858194028,-0.06685410455032692,-0.020366246809457842,"(-1.15,-0.359]","(-0.0752,0.235]","(-0.209,0.302]","(-1.15,-0.359] (-0.0752,0.235] (-0.209,0.302]",23.75067901611328,0.44543591141700745,14.262964248657227,15,Cropland/Natural vegetation mosaic
309845.97525577043,5391814.7347926935,-0.5047152588309085,-0.0925886741018583,-0.026196125084036202,"(-1.15,-0.359]","(-0.386,-0.0752]","(-0.209,0.302]","(-1.15,-0.359] (-0.386,-0.0752] (-0.209,0.302]",37.825984954833984,0.5528966784477234,249.00527954101562,7,Open shrublands
462198.47391638707,5492912.8434718065,-0.906916950068984,0.024286073460993443,0.04173179133468614,"(-1.15,-0.359]","(-0.0752,0.235]","(-0.209,0.302]","(-1.15,-0.359] (-0.0752,0.235] (-0.209,0.302]",19.980056762695312,0.04459507390856743,267.70660400390625,7,Open shrublands
