x,y,landcover,landcover_class,elevation,slope,aspect,Dim.1,Dim.2,Dim.3
47.50729166666667,-21.547291666666666,15,Cropland/Natural vegetation mosaic,409.6165466308594,11.01152515411377,314.5611572265625,-1.503184558761974,-1.2958242337727044,-0.9144116952224794
47.54395833333333,-21.594375,15,Cropland/Natural vegetation mosaic,377.1287841796875,2.833189010620117,176.6414031982422,-1.6390746379319698,-1.147387605562596,0.7694817591404473
47.513124999999995,-21.576874999999998,15,Cropland/Natural vegetation mosaic,418.46044921875,0.4508999288082123,166.7382049560547,-1.5360455439446161,-1.3040586750183365,1.0714864774847828
47.523125,-21.577291666666664,15,Cropland/Natural vegetation mosaic,456.9811706542969,18.412446975708008,320.0858459472656,-1.4142800103482305,-0.6246644815667577,-1.5953530914675003
47.49770833333333,-21.529374999999998,15,Cropland/Natural vegetation mosaic,550.1673583984375,15.264184951782227,191.1794891357422,-1.260083186085936,-0.04790712508517388,-0.3681559475584192
47.52979166666666,-21.598125,15,Cropland/Natural vegetation mosaic,342.11883544921875,13.192829132080078,116.09429931640625,-1.804205007879515,0.24407739582124877,0.24758121947985332
47.510625,-21.577291666666664,15,Cropland/Natural vegetation mosaic,429.2389831542969,2.577524423599243,96.73316955566406,-1.5638941031315312,-0.6288733043601162,1.3754570858083344
47.509375,-21.450625,15,Cropland/Natural vegetation mosaic,535.9617919921875,22.386226654052734,232.0865478515625,-1.2960826946618913,0.3532027308700635,-1.2999048014302215
47.46604166666666,-21.47520833333333,15,Cropland/Natural vegetation mosaic,578.695556640625,18.082843780517578,125.1738052368164,-1.2451158351805955,0.6676450425547005,-0.14611331824045326
47.49520833333333,-21.47145833333333,15,Cropland/Natural vegetation mosaic,596.3922119140625,18.43768882751465,28.482507705688477,-1.266551311199437,1.354601361445481,0.506724044440432
47.496874999999996,-21.552291666666665,15,Cropland/Natural vegetation mosaic,417.7691345214844,7.850746154785156,26.26454734802246,-1.6583539592273702,0.34717190644103435,1.3901429609174818
47.538124999999994,-21.514374999999998,15,Cropland/Natural vegetation mosaic,423.8669128417969,27.889894485473633,72.9868392944336,-1.6926048634060613,1.9404035080173327,-0.7319207436466069
47.445625,-21.483958333333334,15,Cropland/Natural vegetation mosaic,563.9847412109375,24.688507080078125,25.849782943725586,-1.371456566498232,1.9647669017533602,-0.05056126075209161
