x,y,Dim.1,Dim.2,Dim.3,dim1_bin,dim2_bin,dim3_bin,bin_string,elevation,slope,aspect,soiltemp,landcover,landcover_class
9701138.36062736,-352118.177723256,1.8132395413620568,0.9580294145693969,-0.2647342312924281,"(1.26,3.94]","(-0.988,2.97]","(-0.395,1.03]","(1.26,3.94] (-0.988,2.97] (-0.395,1.03]",416.4400939941406,16.518400192260742,316.00860595703125,22.84294891357422,15,Cropland/Natural vegetation mosaic
9699838.36062736,-346118.177723256,1.8290503758243908,0.2814747609391075,0.10731144085793529,"(1.26,3.94]","(-0.988,2.97]","(-0.395,1.03]","(1.26,3.94] (-0.988,2.97] (-0.395,1.03]",289.216552734375,6.288516044616699,205.03631591796875,22.613826751708984,2,Evergreen Broadleaf forest
9688938.36062736,-369718.177723256,3.0958803253410285,-0.3895081094422622,4.683952384968485,"(1.26,3.94]","(-0.988,2.97]","(3.86,5.28]","(1.26,3.94] (-0.988,2.97] (3.86,5.28]",1081.693603515625,3.0500235557556152,296.2884216308594,19.328798294067383,13,Croplands
9690938.36062736,-369318.177723256,3.2434027344887153,-0.16263812838660316,4.692270505353206,"(1.26,3.94]","(-0.988,2.97]","(3.86,5.28]","(1.26,3.94] (-0.988,2.97] (3.86,5.28]",1096.0545654296875,2.7140328884124756,332.3691101074219,18.796066284179688,13,Croplands
9689238.36062736,-369818.177723256,3.0332986330275005,-0.3228112783091012,4.690806275495152,"(1.26,3.94]","(-0.988,2.97]","(3.86,5.28]","(1.26,3.94] (-0.988,2.97] (3.86,5.28]",1094.026611328125,1.5730687379837036,308.4403991699219,19.201866149902344,13,Croplands
9690338.36062736,-369218.177723256,3.0158980843135956,-0.06029638728391985,4.701276219126941,"(1.26,3.94]","(-0.988,2.97]","(3.86,5.28]","(1.26,3.94] (-0.988,2.97] (3.86,5.28]",1098.1630859375,1.0459282398223877,350.1058654785156,19.098058700561523,13,Croplands
9688238.36062736,-369718.177723256,3.1991413569210834,-0.1717947709704513,4.681604862505479,"(1.26,3.94]","(-0.988,2.97]","(3.86,5.28]","(1.26,3.94] (-0.988,2.97] (3.86,5.28]",1046.66748046875,5.772311687469482,327.074462890625,19.45466423034668,13,Croplands
9687738.36062736,-369618.177723256,2.908772891699197,-11.333524990624207,6.690348081179112,"(1.26,3.94]","(-12.9,-8.9]","(5.28,6.7]","(1.26,3.94] (-12.9,-8.9] (5.28,6.7]",1018.043212890625,2.1680755615234375,244.3431396484375,19.45466423034668,14,Urban and built-up
9687838.36062736,-369418.177723256,2.8728746622074444,-11.259295118726953,6.6952651102964404,"(1.26,3.94]","(-12.9,-8.9]","(5.28,6.7]","(1.26,3.94] (-12.9,-8.9] (5.28,6.7]",1026.5235595703125,1.5576295852661133,256.67169189453125,19.45466423034668,14,Urban and built-up
9687838.36062736,-369618.177723256,2.8936072908417887,-11.297658682258435,6.692584167489913,"(1.26,3.94]","(-12.9,-8.9]","(5.28,6.7]","(1.26,3.94] (-12.9,-8.9] (5.28,6.7]",1021.6891479492188,1.9111090898513794,250.2554931640625,19.45466423034668,14,Urban and built-up
9696938.36062736,-345218.177723256,3.8331083506251153,-1.032946161566573,0.10048413735505587,"(1.26,3.94]","(-4.94,-0.988]","(-0.395,1.03]","(1.26,3.94] (-4.94,-0.988] (-0.395,1.03]",797.35595703125,5.633030414581299,4.975484371185303,19.604299545288086,2,Evergreen Broadleaf forest
9698038.36062736,-356418.177723256,1.7241525227248413,-1.0149631221065705,-0.30236092813345744,"(1.26,3.94]","(-4.94,-0.988]","(-0.395,1.03]","(1.26,3.94] (-4.94,-0.988] (-0.395,1.03]",544.77593994140625,8.418880462646484,17.532608032226562,22.120403289794922,15,Cropland/Natural vegetation mosaic
9709938.36062736,-369918.177723256,1.3890775759560574,-1.020290711031427,-0.29655637012820996,"(1.26,3.94]","(-4.94,-0.988]","(-0.395,1.03]","(1.26,3.94] (-4.94,-0.988] (-0.395,1.03]",527.65185546875,5.859283924102783,19.259918212890625,22.40794563293457,15,Cropland/Natural vegetation mosaic
9698138.36062736,-369018.177723256,1.5818477559188553,-1.1375981713038685,-0.2922240161994198,"(1.26,3.94]","(-4.94,-0.988]","(-0.395,1.03]","(1.26,3.94] (-4.94,-0.988] (-0.395,1.03]",586.76751708984375,3.7163829803466797,3.9115309715270996,21.59645652770996,15,Cropland/Natural vegetation mosaic
9700238.36062736,-367618.177723256,1.3063771298134768,-1.1463098228430428,-0.3029893562305669,"(1.26,3.94]","(-4.94,-0.988]","(-0.395,1.03]","(1.26,3.94] (-4.94,-0.988] (-0.395,1.03]",479.2303466796875,4.357626914978027,0.9482862949371338,21.91398048400879,15,Cropland/Natural vegetation mosaic
9690338.36062736,-368918.177723256,3.1005993799666736,-1.9816836004931024,4.634377031905973,"(1.26,3.94]","(-4.94,-0.988]","(3.86,5.28]","(1.26,3.94] (-4.94,-0.988] (3.86,5.28]",1085.8614501953125,0.627289354801178,50.16886901855469,18.910926818847656,13,Croplands
9690638.36062736,-369918.177723256,3.1763979746045954,-1.830367564540245,4.637912234674289,"(1.26,3.94]","(-4.94,-0.988]","(3.86,5.28]","(1.26,3.94] (-4.94,-0.988] (3.86,5.28]",1098.3173828125,1.943060278892517,72.4437255859375,19.098058700561523,13,Croplands
9691538.36062736,-369718.177723256,3.579831464819876,-1.2940672557484918,4.641511952594325,"(1.26,3.94]","(-4.94,-0.988]","(3.86,5.28]","(1.26,3.94] (-4.94,-0.988] (3.86,5.28]",1077.3531494140625,6.580651760101318,151.18170166015625,18.796066284179688,13,Croplands
9691538.36062736,-369518.177723256,3.3471121496952776,-1.8434004959128971,4.63250059994977,"(1.26,3.94]","(-4.94,-0.988]","(3.86,5.28]","(1.26,3.94] (-4.94,-0.988] (3.86,5.28]",1089.224853515625,3.1675162315368652,69.0939712524414,18.796066284179688,13,Croplands
9691938.36062736,-369418.177723256,3.8391531793941516,-1.2872014467826878,4.634652396023997,"(1.26,3.94]","(-4.94,-0.988]","(3.86,5.28]","(1.26,3.94] (-4.94,-0.988] (3.86,5.28]",1087.5550537109375,9.815035820007324,148.8035888671875,18.910430908203125,13,Croplands
9696438.36062736,-353718.177723256,2.0630737727599575,4.697432932234379,4.8134754435215275,"(1.26,3.94]","(2.97,6.94]","(3.86,5.28]","(1.26,3.94] (2.97,6.94] (3.86,5.28]",655.117919921875,8.426671028137207,11.58344554901123,21.210124969482422,7,Open shrublands
9696638.36062736,-353618.177723256,2.595912703793961,4.67986308709003,4.7912312661737255,"(1.26,3.94]","(2.97,6.94]","(3.86,5.28]","(1.26,3.94] (2.97,6.94] (3.86,5.28]",622.9676513671875,15.638598442077637,0.7903195023536682,21.210124969482422,7,Open shrublands
9696438.36062736,-353518.177723256,1.7440594688634945,4.862905865976614,4.8212316742918375,"(1.26,3.94]","(2.97,6.94]","(3.86,5.28]","(1.26,3.94] (2.97,6.94] (3.86,5.28]",607.49932861328125,5.962318420410156,39.75126266479492,21.210124969482422,7,Open shrublands
9696538.36062736,-353618.177723256,2.6554283295623087,4.758574608116389,4.792469003263644,"(1.26,3.94]","(2.97,6.94]","(3.86,5.28]","(1.26,3.94] (2.97,6.94] (3.86,5.28]",626.0179443359375,16.315332412719727,12.385625839233398,21.210124969482422,7,Open shrublands
9691038.36062736,-332718.177723256,5.381866047118843,0.01628167087984052,0.12534106969025327,"(3.94,6.62]","(-0.988,2.97]","(-0.395,1.03]","(3.94,6.62] (-0.988,2.97] (-0.395,1.03]",980.0458984375,14.520774841308594,161.19204711914062,18.044939041137695,2,Evergreen Broadleaf forest
9690138.36062736,-353818.177723256,6.0920877545059104,-0.6551678799172281,0.1262357294082279,"(3.94,6.62]","(-0.988,2.97]","(-0.395,1.03]","(3.94,6.62] (-0.988,2.97] (-0.395,1.03]",1203.7779541015625,11.157354354858398,62.013614654541016,16.443140029907227,2,Evergreen Broadleaf forest
9692638.36062736,-345018.177723256,4.588227193975138,1.0031459437512202,0.11016848425259455,"(3.94,6.62]","(-0.988,2.97]","(-0.395,1.03]","(3.94,6.62] (-0.988,2.97] (-0.395,1.03]",599.147705078125,22.51293182373047,303.3662109375,20.02010726928711,2,Evergreen Broadleaf forest
9694638.36062736,-326118.177723256,4.972045692624874,0.5545687635515258,0.02895882906753173,"(3.94,6.62]","(-0.988,2.97]","(-0.395,1.03]","(3.94,6.62] (-0.988,2.97] (-0.395,1.03]",284.5075378417969,37.685733795166016,214.2314453125,20.75004005432129,2,Evergreen Broadleaf forest
9692338.36062736,-352318.177723256,5.192986578867094,-0.4326884194983168,0.09009493521134744,"(3.94,6.62]","(-0.988,2.97]","(-0.395,1.03]","(3.94,6.62] (-0.988,2.97] (-0.395,1.03]",835.67266845703125,17.740190505981445,86.27448272705078,18.599401473999023,2,Evergreen Broadleaf forest
9691738.36062736,-369218.177723256,4.172947492581327,-0.5753988283644229,4.653642805459689,"(3.94,6.62]","(-0.988,2.97]","(3.86,5.28]","(3.94,6.62] (-0.988,2.97] (3.86,5.28]",1124.254150390625,13.24916934967041,256.6367492675781,18.910430908203125,13,Croplands
9691638.36062736,-369218.177723256,4.053783943173765,-0.47745542658264845,4.654851410897308,"(3.94,6.62]","(-0.988,2.97]","(3.86,5.28]","(3.94,6.62] (-0.988,2.97] (3.86,5.28]",1088.4202880859375,12.825599670410156,272.1311950683594,18.910430908203125,13,Croplands
9691738.36062736,-369018.177723256,4.558842913834174,-0.6192181204217,4.643061399328221,"(3.94,6.62]","(-0.988,2.97]","(3.86,5.28]","(3.94,6.62] (-0.988,2.97] (3.86,5.28]",1134.8443603515625,16.878938674926758,245.99472045898438,18.714391708374023,13,Croplands
9691638.36062736,-368818.177723256,4.930843495272579,-0.5034412828230732,4.633640308006277,"(3.94,6.62]","(-0.988,2.97]","(3.86,5.28]","(3.94,6.62] (-0.988,2.97] (3.86,5.28]",1124.1968994140625,21.67632484436035,258.8221130371094,18.714391708374023,13,Croplands
9691638.36062736,-368718.177723256,4.791487702849937,-0.5627324702344401,4.638094830658729,"(3.94,6.62]","(-0.988,2.97]","(3.86,5.28]","(3.94,6.62] (-0.988,2.97] (3.86,5.28]",1137.272216796875,19.630252838134766,251.8669891357422,18.714391708374023,13,Croplands
9688238.36062736,-352718.177723256,5.039975032070827,-1.003615704668884,0.12171215114591247,"(3.94,6.62]","(-4.94,-0.988]","(-0.395,1.03]","(3.94,6.62] (-4.94,-0.988] (-0.395,1.03]",1071.0567626953125,4.536792278289795,13.484942436218262,17.209136962890625,2,Evergreen Broadleaf forest
9690438.36062736,-352418.177723256,4.661977823920535,-1.0443529619671694,0.11551917174334647,"(3.94,6.62]","(-4.94,-0.988]","(-0.395,1.03]","(3.94,6.62] (-4.94,-0.988] (-0.395,1.03]",998.90875244140625,4.9022955894470215,5.936704635620117,18.073936462402344,2,Evergreen Broadleaf forest
9693838.36062736,-367618.177723256,4.373515824489977,-1.0190588380449712,0.12958700306773632,"(3.94,6.62]","(-4.94,-0.988]","(-0.395,1.03]","(3.94,6.62] (-4.94,-0.988] (-0.395,1.03]",1052.6446533203125,2.60140323638916,12.592131614685059,18.80817985534668,2,Evergreen Broadleaf forest
9693338.36062736,-366418.177723256,5.096965606961214,-1.0193943129837963,0.11978522910091756,"(3.94,6.62]","(-4.94,-0.988]","(-0.395,1.03]","(3.94,6.62] (-4.94,-0.988] (-0.395,1.03]",1104.4913330078125,7.284631729125977,8.072379112243652,18.05970573425293,2,Evergreen Broadleaf forest
9692938.36062736,-352718.177723256,4.871999577911655,-0.9937337804291462,0.09466020436776158,"(3.94,6.62]","(-4.94,-0.988]","(-0.395,1.03]","(3.94,6.62] (-4.94,-0.988] (-0.395,1.03]",908.37274169921875,10.759698867797852,6.749499320983887,18.34061050415039,2,Evergreen Broadleaf forest
9691838.36062736,-368718.177723256,4.21038860124659,-1.7698272536257538,4.617484824779087,"(3.94,6.62]","(-4.94,-0.988]","(3.86,5.28]","(3.94,6.62] (-4.94,-0.988] (3.86,5.28]",1144.7423095703125,11.787440299987793,71.7174301147461,18.714391708374023,13,Croplands
9691838.36062736,-368618.177723256,4.363889112995454,-1.8699382310777366,4.607108314254976,"(3.94,6.62]","(-4.94,-0.988]","(3.86,5.28]","(3.94,6.62] (-4.94,-0.988] (3.86,5.28]",1130.26904296875,13.947858810424805,53.620849609375,18.714391708374023,13,Croplands
9691838.36062736,-368818.177723256,4.1245674105847625,-1.6920266136343485,4.623194319898135,"(3.94,6.62]","(-4.94,-0.988]","(3.86,5.28]","(3.94,6.62] (-4.94,-0.988] (3.86,5.28]",1147.74609375,10.726377487182617,85.04969787597656,18.714391708374023,13,Croplands
9687038.36062736,-334018.177723256,6.833197157497884,0.10789705881222901,0.056579306396359864,"(6.62,9.3]","(-0.988,2.97]","(-0.395,1.03]","(6.62,9.3] (-0.988,2.97] (-0.395,1.03]",815.97650146484375,36.59814453125,150.3525390625,18.141292572021484,2,Evergreen Broadleaf forest
9692738.36062736,-360118.177723256,7.952791872755984,0.2322614778211583,0.10152643026021849,"(6.62,9.3]","(-0.988,2.97]","(-0.395,1.03]","(6.62,9.3] (-0.988,2.97] (-0.395,1.03]",1198.94091796875,31.372591018676758,179.039306640625,15.672176361083984,2,Evergreen Broadleaf forest
9686838.36062736,-361118.177723256,7.899398126332536,0.5506601682375148,0.1855484135774556,"(6.62,9.3]","(-0.988,2.97]","(-0.395,1.03]","(6.62,9.3] (-0.988,2.97] (-0.395,1.03]",1556.98828125,12.732515335083008,252.38827514648438,13.159200668334961,2,Evergreen Broadleaf forest
9689538.36062736,-328118.177723256,6.670284871742596,0.040819610887144156,0.04295775725410407,"(6.62,9.3]","(-0.988,2.97]","(-0.395,1.03]","(6.62,9.3] (-0.988,2.97] (-0.395,1.03]",777.20501708984375,41.739990234375,133.53517150878906,19.897485733032227,2,Evergreen Broadleaf forest
9688338.36062736,-360918.177723256,7.563489137728926,0.11062233997494493,0.16049701878875258,"(6.62,9.3]","(-0.988,2.97]","(-0.395,1.03]","(6.62,9.3] (-0.988,2.97] (-0.395,1.03]",1436.0777587890625,12.632616996765137,182.71018981933594,13.441401481628418,2,Evergreen Broadleaf forest
9687338.36062736,-355018.177723256,7.638407706060805,-1.017896953321128,0.11237898615416261,"(6.62,9.3]","(-4.94,-0.988]","(-0.395,1.03]","(6.62,9.3] (-4.94,-0.988] (-0.395,1.03]",1420.8223876953125,16.919023513793945,1.2676727771759033,14.48748779296875,2,Evergreen Broadleaf forest
9688038.36062736,-359718.177723256,7.853086547719126,-1.023288196580655,0.17706281326419157,"(6.62,9.3]","(-4.94,-0.988]","(-0.395,1.03]","(6.62,9.3] (-4.94,-0.988] (-0.395,1.03]",1796.28564453125,2.6922643184661865,19.218334197998047,12.507315635681152,2,Evergreen Broadleaf forest
9687038.36062736,-355518.177723256,7.2461534455508465,-1.0351152991883712,0.13022595225888667,"(6.62,9.3]","(-4.94,-0.988]","(-0.395,1.03]","(6.62,9.3] (-4.94,-0.988] (-0.395,1.03]",1459.941650390625,11.184852600097656,5.077652454376221,14.48748779296875,2,Evergreen Broadleaf forest
9691138.36062736,-355918.177723256,8.111785459677233,-0.9999638386803554,0.11446500525357266,"(6.62,9.3]","(-4.94,-0.988]","(-0.395,1.03]","(6.62,9.3] (-4.94,-0.988] (-0.395,1.03]",1506.294677734375,18.82895278930664,2.7755184173583984,14.053868293762207,2,Evergreen Broadleaf forest
9688938.36062736,-358018.177723256,8.642690712175977,-1.0262263831842147,0.1405516687223486,"(6.62,9.3]","(-4.94,-0.988]","(-0.395,1.03]","(6.62,9.3] (-4.94,-0.988] (-0.395,1.03]",1700.0181884765625,12.623746871948242,7.439782619476318,11.917142868041992,2,Evergreen Broadleaf forest
9690938.36062736,-357118.177723256,9.545606453182925,1.131065355489378,0.1370801122525468,"(9.3,12]","(-0.988,2.97]","(-0.395,1.03]","(9.3,12] (-0.988,2.97] (-0.395,1.03]",1475.6805419921875,37.022605895996094,316.0560302734375,13.76865005493164,2,Evergreen Broadleaf forest
9689238.36062736,-357418.177723256,9.864940331232798,-0.13154580550725906,0.14423826983891866,"(9.3,12]","(-0.988,2.97]","(-0.395,1.03]","(9.3,12] (-0.988,2.97] (-0.395,1.03]",1789.4613037109375,26.702621459960938,132.6480712890625,12.292060852050781,2,Evergreen Broadleaf forest
9691538.36062736,-356018.177723256,9.311596953967994,-0.234430353265762,0.07159756434536342,"(9.3,12]","(-0.988,2.97]","(-0.395,1.03]","(9.3,12] (-0.988,2.97] (-0.395,1.03]",1312.7152099609375,38.729129791259766,99.436492919921875,14.053868293762207,2,Evergreen Broadleaf forest
9688838.36062736,-357018.177723256,9.760712573011624,-0.6176292678569424,0.17106110491751375,"(9.3,12]","(-0.988,2.97]","(-0.395,1.03]","(9.3,12] (-0.988,2.97] (-0.395,1.03]",2010.7799072265625,16.782215118408203,69.28559112548828,11.55739974975586,2,Evergreen Broadleaf forest
9688638.36062736,-357118.177723256,10.453154829157386,0.5817889396213318,0.1915031611300361,"(9.3,12]","(-0.988,2.97]","(-0.395,1.03]","(9.3,12] (-0.988,2.97] (-0.395,1.03]",2025.484130859375,25.367408752441406,247.60169982910156,11.55739974975586,2,Evergreen Broadleaf forest
9689838.36062736,-358218.177723256,9.356158220188856,-1.0023124122455829,0.1436335512878569,"(9.3,12]","(-4.94,-0.988]","(-0.395,1.03]","(9.3,12] (-4.94,-0.988] (-0.395,1.03]",1851.3074951171875,17.01543617248535,7.597114562988281,11.869778633117676,2,Evergreen Broadleaf forest
9688738.36062736,-358518.177723256,9.312993404506496,-1.0082902623781556,0.1670520166761203,"(9.3,12]","(-4.94,-0.988]","(-0.395,1.03]","(9.3,12] (-4.94,-0.988] (-0.395,1.03]",1992.5849609375,12.932717323303223,12.146149635314941,11.917142868041992,2,Evergreen Broadleaf forest
9688938.36062736,-356918.177723256,10.08960749840343,-1.0091008184855217,0.13979427590557084,"(9.3,12]","(-4.94,-0.988]","(-0.395,1.03]","(9.3,12] (-4.94,-0.988] (-0.395,1.03]",1959.7608642578125,21.83726692199707,2.233863115310669,11.55739974975586,2,Evergreen Broadleaf forest
9708238.36062736,-338218.177723256,-0.6348616399770245,-1.0275795767511358,-0.3193135624129727,"(-1.43,1.26]","(-4.94,-0.988]","(-0.395,1.03]","(-1.43,1.26] (-4.94,-0.988] (-0.395,1.03]",75.941375732421875,1.4096382856369019,18.871091842651367,24.664575576782227,15,Cropland/Natural vegetation mosaic
