x,y,Dim.1,Dim.2,Dim.3,dim1_bin,dim2_bin,dim3_bin,bin_string,elevation,slope,aspect,soiltemp,macroclimate,landcover,landcover_class
4395419.08128998,-2279081.74676982,1.3471746301950926,-2.0471854374247713,1.3302630408504696,"(1.04,2.44]","(-3.47,-1.65]","(0.266,1.66]","(1.04,2.44] (-3.47,-1.65] (0.266,1.66]",781.64227294921875,32.113258361816406,357.83660888671875,18.998207092285156,19.789623260498047,15,Cropland/Natural vegetation mosaic
4402919.08128998,-2273081.74676982,2.39111358251916,0.49713238143730687,0.1840570343284827,"(1.04,2.44]","(0.18,2.01]","(-1.13,0.266]","(1.04,2.44] (0.18,2.01] (-1.13,0.266]",635.74041748046875,3.7075119018554688,248.8004150390625,19.448211669921875,20.741697311401367,15,Cropland/Natural vegetation mosaic
4391719.08128998,-2293781.74676982,1.2488303683478257,0.18295358341130033,-1.2023688497763616,"(1.04,2.44]","(0.18,2.01]","(-2.52,-1.13]","(1.04,2.44] (0.18,2.01] (-2.52,-1.13]",610.217529296875,5.078941345214844,8.88243293762207,18.72968101501465,20.36806297302246,5,Mixed forest
4405119.08128998,-2293381.74676982,2.2472055103202466,0.6250082769908258,1.6014679258919036,"(1.04,2.44]","(0.18,2.01]","(0.266,1.66]","(1.04,2.44] (0.18,2.01] (0.266,1.66]",524.2891845703125,5.008182525634766,148.87571716308594,19.782917022705078,21.09432601928711,4,Deciduous broadleaf forest
4407519.08128998,-2286081.74676982,2.2984581856672,0.9187322169223969,2.611898594950914,"(1.04,2.44]","(0.18,2.01]","(1.66,3.06]","(1.04,2.44] (0.18,2.01] (1.66,3.06]",508.5202331542969,6.859214782714844,305.0046691894531,19.856657028198242,21.29343032836914,4,Deciduous broadleaf forest
4398419.08128998,-2288481.74676982,2.525031021694316,-0.4795742020406707,-1.1660670659583945,"(2.44,3.86]","(-1.65,0.18]","(-2.52,-1.13]","(2.44,3.86] (-1.65,0.18] (-2.52,-1.13]",591.7349853515625,6.100003719329834,22.511455535888672,19.486652374267578,20.681859970092773,15,Cropland/Natural vegetation mosaic
4405619.08128998,-2302781.74676982,3.063005826264072,0.1267096667619136,0.4048473248887718,"(2.44,3.86]","(-1.65,0.18]","(0.266,1.66]","(2.44,3.86] (-1.65,0.18] (0.266,1.66]",483.4055480957031,7.543061256408691,265.1639709472656,20.15974998474121,21.329627990722656,15,Cropland/Natural vegetation mosaic
4407219.08128998,-2300481.74676982,2.699625933970154,0.07572578823811511,1.9788095330594397,"(2.44,3.86]","(-1.65,0.18]","(1.66,3.06]","(2.44,3.86] (-1.65,0.18] (1.66,3.06]",419.49847412109375,11.41430377960205,185.39910888671875,20.440080642700195,21.452022552490234,4,Deciduous broadleaf forest
4404819.08128998,-2275381.74676982,2.623565992901313,-2.0674380764194065,-0.9638755351007505,"(2.44,3.86]","(-3.47,-1.65]","(-1.13,0.266]","(2.44,3.86] (-3.47,-1.65] (-1.13,0.266]",576.1376953125,21.050867080688477,8.268675804138184,19.802074432373047,20.926021575927734,15,Cropland/Natural vegetation mosaic
4400619.08128998,-2304181.74676982,2.50043024674566,-1.779054511376919,0.7086279763125246,"(2.44,3.86]","(-3.47,-1.65]","(0.266,1.66]","(2.44,3.86] (-3.47,-1.65] (0.266,1.66]",370.6697082519531,20.289859771728516,217.19508361816406,20.631855010986328,21.625810623168945,2,Evergreen Broadleaf forest
4405619.08128998,-2275681.74676982,2.9044209596899857,0.24812059507316217,-0.44849937275149826,"(2.44,3.86]","(0.18,2.01]","(-1.13,0.266]","(2.44,3.86] (0.18,2.01] (-1.13,0.266]",554.60791015625,2.9486682415008545,144.3542938232422,20.040302276611328,21.116254806518555,15,Cropland/Natural vegetation mosaic
4399619.08128998,-2288881.74676982,2.4845176324135076,0.20189735115289073,-1.2011212445769488,"(2.44,3.86]","(0.18,2.01]","(-2.52,-1.13]","(2.44,3.86] (0.18,2.01] (-2.52,-1.13]",633.3482666015625,0.03722177818417549,36.19161605834961,19.41004180908203,20.7073917388916,15,Cropland/Natural vegetation mosaic
4400019.08128998,-2300881.74676982,2.9342357092587377,0.9020201687110174,2.2749255299173896,"(2.44,3.86]","(0.18,2.01]","(1.66,3.06]","(2.44,3.86] (0.18,2.01] (1.66,3.06]",347.9457702636719,5.162960052490234,249.2711181640625,20.537311553955078,21.587581634521484,4,Deciduous broadleaf forest
4402819.08128998,-2294281.74676982,2.5703585330586702,0.09831231011689767,-0.1345475033589495,"(2.44,3.86]","(-1.65,0.18]","(-1.13,0.266]","(2.44,3.86] (-1.65,0.18] (-1.13,0.266]",569.57281494140625,5.548330307006836,189.51409912109375,19.550336837768555,20.80516815185547,15,Cropland/Natural vegetation mosaic
4398319.08128998,-2302281.74676982,3.0041092017914557,0.5225426186071664,0.8011276147039168,"(2.44,3.86]","(0.18,2.01]","(0.266,1.66]","(2.44,3.86] (0.18,2.01] (0.266,1.66]",503.0845031738281,6.108878135681152,334.7295227050781,20.30421257019043,21.19745635986328,15,Cropland/Natural vegetation mosaic
4372319.08128998,-2280981.74676982,-0.3512383318375893,3.596559453256313,1.6949377821254505,"(-0.372,1.04]","(2.01,3.84]","(1.66,3.06]","(-0.372,1.04] (2.01,3.84] (1.66,3.06]",1078.583984375,2.5827536582946777,299.453125,18.170711517333984,18.647672653198242,14,Urban and built-up
4373319.08128998,-2279881.74676982,-0.47891738909019915,2.99339709932727,1.3996521312830712,"(-1.78,-0.372]","(2.01,3.84]","(0.266,1.66]","(-1.78,-0.372] (2.01,3.84] (0.266,1.66]",1131.630859375,6.776707649230957,240.78863525390625,18.13086700439453,18.61961555480957,14,Urban and built-up
4373419.08128998,-2279281.74676982,-0.48408179276197266,3.123840399535755,1.8133683396014448,"(-1.78,-0.372]","(2.01,3.84]","(1.66,3.06]","(-1.78,-0.372] (2.01,3.84] (1.66,3.06]",1108.885009765625,7.418258190155029,305.2434997558594,18.13086700439453,18.583250045776367,14,Urban and built-up
