x,y,landcover,landcover_class,elevation,slope,aspect,Dim.1,Dim.2,Dim.3
1119839.30525051,7142392.84049117,4,Deciduous broadleaf forest,4.922112464904785,0.6672366261482239,36.188987731933594,-2.1084432997252223,-1.4042729772886322,-0.610473147826526
1119889.30525051,7141242.84049117,1,Evergreen needleleaf forest,136.31805419921875,14.421590805053711,2.155698299407959,-1.6584508420237842,-1.6696315372458734,0.6852835192345795
1124539.30525051,7144042.84049117,1,Evergreen needleleaf forest,61.056400299072266,19.354934692382812,5.3839263916015625,-1.6790955949947732,-1.6526839841122256,1.119104410278996
1121839.30525051,7132492.84049117,4,Deciduous broadleaf forest,124.0859375,5.087254524230957,98.68170928955078,-1.5676460597310518,-0.8504253025834152,-0.37112246435544155
1120139.30525051,7131442.84049117,4,Deciduous broadleaf forest,16.6158390045166,12.665931701660156,118.14773559570312,-1.570004190835768,-0.6949897387027263,0.2872204712179952
1129539.30525051,7134092.84049117,4,Deciduous broadleaf forest,4.625901222229004,2.937847375869751,168.9906005859375,-1.9651236414001096,-0.22694425658519218,-0.45424618093889385
1119139.30525051,7140092.84049117,1,Evergreen needleleaf forest,204.9310302734375,10.798111915588379,184.10394287109375,-1.5286885963880952,-0.04208968863532703,0.33210063706739024
1126789.30525051,7132842.84049117,1,Evergreen needleleaf forest,11.494891166687012,23.909378051757812,186.89328002929688,-1.5670883466348848,-0.04824617114254243,1.4808355755738747
1123389.30525051,7135892.84049117,1,Evergreen needleleaf forest,39.743408203125,6.477015018463135,252.3406982421875,-2.1432761139142813,0.5645209583891467,0.11786229324598685
1123139.30525051,7136042.84049117,1,Evergreen needleleaf forest,38.221046447753906,10.510415077209473,190.4112091064453,-2.0149892118243544,0.006841630325063977,0.435623015584659
1119439.30525051,7141742.84049117,5,Mixed forest,9.990793228149414,1.8731615543365479,327.7073669433594,-1.7750162970816261,1.1685978019069008,-0.6738213662401932
1119089.30525051,7141442.84049117,1,Evergreen needleleaf forest,21.414518356323242,7.8490424156188965,317.5824890136719,-2.1148927347324604,1.1416435380226848,0.22800924353627727
1123639.30525051,7135642.84049117,1,Evergreen needleleaf forest,73.68815612792969,21.54469871520996,290.0861511230469,-1.4389512017279342,0.8764124673074839,1.2392094873775772
1120089.30525051,7143342.84049117,5,Mixed forest,0.3426218628883362,3.401984930038452,332.4141845703125,-1.7406987485345673,1.2074430132435696,-0.550238392213109
1120089.30525051,7141542.84049117,1,Evergreen needleleaf forest,80.09679412841797,15.58251953125,338.1937561035156,-1.6346752887173115,1.3146303400987893,0.7721029058869371
1119889.30525051,7141492.84049117,1,Evergreen needleleaf forest,69.33811950683594,20.592451095581055,350.720458984375,-1.4636594956339009,1.4171121258969164,1.161657392892936
1119889.30525051,7142292.84049117,4,Deciduous broadleaf forest,5,0.0822177454829216,225,-2.052924825123916,0.2760436894322099,-0.6802988692632641
1121839.30525051,7143942.84049117,5,Mixed forest,54.599876403808594,4.869307994842529,339.5853271484375,-1.524685406814565,1.2712431896514056,-0.48012097352403305
1127389.30525051,7143392.84049117,4,Deciduous broadleaf forest,69,0.2447786033153534,158.50990295410156,-1.8907435000992296,-0.31267058156196126,-0.707561100936674
1128289.30525051,7144042.84049117,1,Evergreen needleleaf forest,127.1114501953125,18.71992301940918,1.0804940462112427,-1.5165574143483846,-1.6868581738193984,1.021056085837218
1124539.30525051,7143792.84049117,1,Evergreen needleleaf forest,129.61630249023438,19.249982833862305,6.55145263671875,-1.4863078103859704,-1.6389762106650414,1.0589606754489664
1122639.30525051,7144142.84049117,1,Evergreen needleleaf forest,42.51658630371094,9.223767280578613,358.6858215332031,-1.9834390863619547,1.5058784857932315,0.31167686565187785
1126989.30525051,7133642.84049117,4,Deciduous broadleaf forest,28.978933334350586,8.316910743713379,155.20709228515625,-1.689929243117694,-0.35748169926465123,-0.05959162634031606
1121139.30525051,7142342.84049117,4,Deciduous broadleaf forest,64.75079345703125,7.9973530769348145,301.5057678222656,-1.5393486413971886,0.9459117616681554,-0.13053692331581424
1129139.30525051,7134542.84049117,4,Deciduous broadleaf forest,28.152448654174805,8.634611129760742,150.955810546875,-1.6815889693258819,-0.3958666858118961,-0.03411000995454888
1124939.30525051,7135142.84049117,7,Open shrublands,310,0.29502493143081665,40.59805679321289,-0.7949526351176278,-1.4049093642060673,-1.2099193509814614
1124039.30525051,7142542.84049117,5,Mixed forest,269.23626708984375,10.919085502624512,30.92789649963379,-0.8002237269090384,-1.4743655239150828,-0.13930702591745783
1123989.30525051,7142592.84049117,5,Mixed forest,263.1294860839844,15.071983337402344,21.847925186157227,-0.658475661326313,-1.5624010844958856,0.18405751500257506
1125439.30525051,7143192.84049117,1,Evergreen needleleaf forest,139.59555053710938,21.831655502319336,4.815582275390625,-1.3571023813526133,-1.6583064930079763,1.249022752824597
1118889.30525051,7134042.84049117,1,Evergreen needleleaf forest,187.09735107421875,35.54161071777344,11.959487915039062,-0.6799132066066098,-1.6156825575499876,2.2603398376441137
1127839.30525051,7139292.84049117,7,Open shrublands,428,0.314369797706604,75.64619445800781,-0.44159787036830134,-1.0878000310655596,-1.3025244244218201
1125589.30525051,7142042.84049117,5,Mixed forest,302.50213623046875,13.424270629882812,111.68855285644531,-0.5731115558384707,-0.758755510966566,0.01631806803046512
1129089.30525051,7142492.84049117,4,Deciduous broadleaf forest,197.84396362304688,17.02717399597168,53.193748474121094,-0.9065244008723439,-1.2717341165778036,0.49193532468775814
1128939.30525051,7142592.84049117,4,Deciduous broadleaf forest,220.0406494140625,29.67332649230957,48.9914665222168,-0.34829269503459304,-1.329395084164154,1.4425979214723368
1129739.30525051,7139642.84049117,7,Open shrublands,427.48150634765625,0.975710391998291,176.22398376464844,-0.3754373789172071,-0.19437646444302403,-1.264901514179559
1118589.30525051,7131292.84049117,5,Mixed forest,216.8780975341797,8.587586402893066,175.9155731201172,-0.9816497755410369,-0.1832880181442008,-0.29711497104569407
1123639.30525051,7133242.84049117,4,Deciduous broadleaf forest,119.32929229736328,17.17142105102539,153.55010986328125,-1.084210586597114,-0.38298871681118085,0.5491668432754648
1125789.30525051,7133392.84049117,4,Deciduous broadleaf forest,52.3133544921875,27.080917358398438,172.21604919433594,-0.8795115004621697,-0.23673905632708642,1.3551692815450713
1118789.30525051,7135942.84049117,4,Deciduous broadleaf forest,90.70768737792969,39.29158401489258,178.5620880126953,-0.2875951161636276,-0.19910383741187143,2.2588589583255767
1126239.30525051,7137642.84049117,7,Open shrublands,389,0.1271943747997284,242.77957153320312,-0.4914061033849497,0.39724709148242504,-1.3094378099869048
1128389.30525051,7135992.84049117,5,Mixed forest,382.0633850097656,9.538960456848145,238.81320190429688,-0.4449831160742943,0.38211653966137793,-0.3579131595395625
1124789.30525051,7133442.84049117,4,Deciduous broadleaf forest,48.96485900878906,19.966655731201172,182.46847534179688,-1.1641007844255802,-0.1337206812592553,0.8123889193608138
1118889.30525051,7134792.84049117,5,Mixed forest,129.49229431152344,29.873090744018555,195.59983825683594,-0.38836291432120695,-0.04808008214497094,1.3940050207415646
1125239.30525051,7133392.84049117,4,Deciduous broadleaf forest,74.73530578613281,40.1788444519043,186.48411560058594,-0.2952460199862803,-0.13087131536562885,2.337754850932574
1125589.30525051,7135242.84049117,7,Open shrublands,311.9647521972656,3.646310329437256,265.2813415527344,-0.5646542458426193,0.5879188612615731,-0.9849606229284753
1120689.30525051,7140542.84049117,7,Open shrublands,331.9680480957031,9.237298965454102,267.50140380859375,-0.286970272259154,0.5991641197845707,-0.5729273924201472
1121389.30525051,7141842.84049117,5,Mixed forest,147.6839141845703,15.988945007324219,275.1879577636719,-0.8482297829893162,0.68401871057805,0.30807713639981216
1123689.30525051,7135892.84049117,1,Evergreen needleleaf forest,107.8675537109375,22.4111385345459,287.737060546875,-1.3079921974754192,0.8556282741370886,1.27986333513069
1123839.30525051,7135892.84049117,1,Evergreen needleleaf forest,180.9855194091797,36.70634841918945,275.6174621582031,-0.5424251886068601,0.7271080755047297,2.319067984418353
1126389.30525051,7137492.84049117,7,Open shrublands,388.2304382324219,0.12423668801784515,334.4060974121094,-0.45574971978002815,1.2121636628845527,-1.3212301595533185
1123139.30525051,7143742.84049117,4,Deciduous broadleaf forest,169.8714599609375,11.428099632263184,339.5782470703125,-1.087736939673252,1.2835822934657874,0.04705567563283786
1119389.30525051,7133992.84049117,4,Deciduous broadleaf forest,206.45437622070312,22.565340042114258,331.2951354980469,-0.5492072874142974,1.1928277152448445,0.8719835547864856
1119289.30525051,7139742.84049117,4,Deciduous broadleaf forest,147.6949920654297,27.893320083618164,349.2306823730469,-0.5009872878210633,1.3406780761577268,1.321520576501325
1123339.30525051,7135392.84049117,1,Evergreen needleleaf forest,105.29552459716797,35.69981384277344,322.2410888671875,-0.7794596738458464,1.140010710894967,2.2932942607439997
1123189.30525051,7140342.84049117,7,Open shrublands,516.811767578125,1.7557017803192139,22.075368881225586,-0.15278267270223256,-1.562622816601012,-1.2525302707169754
1124089.30525051,7134642.84049117,7,Open shrublands,431.64495849609375,14.579466819763184,41.06355667114258,0.11443728640469597,-1.4192494616090379,-0.20998731604244228
1129939.30525051,7139892.84049117,7,Open shrublands,366.67523193359375,23.170137405395508,10.766741752624512,0.2529388555234472,-1.7061699303920577,0.5001187118252796
1128889.30525051,7141942.84049117,4,Deciduous broadleaf forest,262.4112854003906,32.9515380859375,38.69755172729492,-0.10249323217986606,-1.4245292407521966,1.662501663978478
1127889.30525051,7142892.84049117,4,Deciduous broadleaf forest,351.8970031738281,45.35289764404297,6.189752578735352,0.6271803042639037,-1.7304450595460377,2.5471995359862163
1127689.30525051,7142942.84049117,4,Deciduous broadleaf forest,319.4884338378906,52.979400634765625,3.9661612510681152,0.8327599947553574,-1.7645572564266618,3.155183138070959
1128739.30525051,7138292.84049117,16,Barren or sparsely vegetated,354,1.3811891078948975,114.61343383789062,0.7611027936105117,-0.9098531989753371,-2.1875490227128296
1125989.30525051,7139442.84049117,7,Open shrublands,515.99853515625,4.767626762390137,75.4053726196289,-0.014785900730167403,-1.0934049923525677,-1.0286925253061616
1129989.30525051,7140092.84049117,7,Open shrublands,380.84613037109375,18.458465576171875,105.08138275146484,0.1476896677388433,-0.85872663169939345,0.1166160679502961
