x,y,landcover,landcover_class,elevation,slope,aspect,Dim.1,Dim.2,Dim.3
5045513.27696657,1840140.99055419,16,Barren or sparsely vegetated,495.663818359375,18.716678619384766,276.1983947753906,-0.5621331472808826,-1.2843679419059628,-0.8070009746873704
5054013.27696657,1834840.99055419,16,Barren or sparsely vegetated,250.4874725341797,21.126638412475586,271.44708251953125,-0.2935074817299104,-1.1668843237521094,-0.48710796111994925
5046763.27696657,1840440.99055419,7,Open shrublands,508.9953918457031,3.0360450744628906,273.2001953125,-0.4753116599446817,-0.7751748435631953,1.186055944639285
5052413.27696657,1832890.99055419,7,Open shrublands,113.62216186523438,11.011839866638184,297.5889892578125,-0.3593039026457024,-0.9383574543287609,1.6966884178682624
5045163.27696657,1822840.99055419,7,Open shrublands,23.807735443115234,1.277579665184021,340.6664733886719,0.5013915683488869,-1.3562530545119544,2.1561679537986818
5050063.27696657,1843190.99055419,16,Barren or sparsely vegetated,634.36517333984375,5.111030101776123,145.95791625976562,0.25308155105505886,0.10241452811613513,-1.067266247238682
5058363.27696657,1831190.99055419,16,Barren or sparsely vegetated,230.77725219726562,14.958538055419922,176.89559936523438,0.24268363509109128,-0.1324789213745798,-0.5670218949920115
5046963.27696657,1839640.99055419,7,Open shrublands,508,2.6175377368927,158.06427001953125,-0.3876042633754315,0.46378123141115335,0.9009540381956153
5046313.27696657,1834140.99055419,7,Open shrublands,393.4700012207031,3.324326753616333,159.22384643554688,-0.23280741180364245,0.4831580886539643,1.0680294707201643
5051513.27696657,1820490.99055419,7,Open shrublands,7.984555244445801,0.9615334272384644,249.8289337158203,0.596793315467029,-0.3744313187727181,1.9544638968689325
5054513.27696657,1845490.99055419,16,Barren or sparsely vegetated,782.9788818359375,0.9621767997741699,56.91175079345703,0.33259590903110514,1.0248078812528885,-1.4396651671182963
5044013.27696657,1831840.99055419,16,Barren or sparsely vegetated,355.91632080078125,13.453829765319824,107.91102600097656,0.15996892118548928,0.5758334782640394,-0.9077659227787667
5047863.27696657,1842890.99055419,7,Open shrublands,579.47314453125,0.4596538245677948,111.0313720703125,-0.3353529281335221,0.9529479963959564,0.7145310266836725
5049163.27696657,1836940.99055419,7,Open shrublands,471.6470947265625,2.7698397636413574,119.93993377685547,-0.3147611329938214,0.883910820036865,0.856696289457541
5050713.27696657,1821240.99055419,7,Open shrublands,9,1.034568428993225,155.9961700439453,0.6343952081061276,0.6339397000819673,1.7103922708669637
5060563.27696657,1832490.99055419,16,Barren or sparsely vegetated,653.46185302734375,10.842717170715332,6.7877278327941895,-0.13811251177802292,1.5818220848983562,-1.5771423880128839
5048463.27696657,1833890.99055419,16,Barren or sparsely vegetated,299.61181640625,14.323664665222168,29.648069381713867,0.23517648440718447,1.431875665466455,-1.0392159155383107
5044063.27696657,1832840.99055419,7,Open shrublands,447.702392578125,5.753791809082031,67.44877624511719,-0.4665560402732568,1.4493220256756632,0.6955321632219511
5055513.27696657,1831740.99055419,7,Open shrublands,96.268585205078125,7.95905065536499,73.5414810180664,0.004531850308983176,1.4814583788111286,1.2139276792312668
5054863.27696657,1820590.99055419,16,Barren or sparsely vegetated,6.106471538543701,2.6044023036956787,305.4031677246094,1.5003012866725287,-1.4245510781755013,0.37890503885559335
5044563.27696657,1821590.99055419,16,Barren or sparsely vegetated,15.10047435760498,1.341188907623291,327.81890869140625,1.5665390394990217,-1.6656678326367718,0.44941868389795825
5063363.27696657,1825690.99055419,16,Barren or sparsely vegetated,34.1727180480957,2.7067060470581055,211.54954528808594,1.4867379194084693,-0.423863396423536,0.09182247126887211
5056863.27696657,1829040.99055419,16,Barren or sparsely vegetated,54.701622009277344,1.9805116653442383,230.41696166992188,1.4941300912400215,-0.6312366887702179,0.12368197706913497
5051413.27696657,1820740.99055419,7,Open shrublands,7.761135101318359,0.24008776247501373,263.02825927734375,0.644145356908815,-0.5148533327362383,2.0041434038143984
5053813.27696657,1828290.99055419,16,Barren or sparsely vegetated,50.07713317871094,2.6955010890960693,127.21836853027344,1.4990401035932517,0.47819994827209433,-0.14934987170172376
5048013.27696657,1822440.99055419,16,Barren or sparsely vegetated,14,1.3353708982467651,131.06312561035156,1.6629716688789409,0.45001271873811455,-0.053913359205965516
5058463.27696657,1826440.99055419,7,Open shrublands,37.597633361816406,0.26989275217056274,158.10824584960938,0.638013383464591,0.6044397949284027,1.6874287899153422
5051613.27696657,1819690.99055419,7,Open shrublands,2.4104559421539307,0.5987173318862915,222.62628173828125,0.6466720532403093,-0.07963950661775937,1.9011075295274575
5055863.27696657,1830040.99055419,16,Barren or sparsely vegetated,65.442596435546875,6.532113075256348,58.12355422973633,1.2210108080211357,1.209032490200927,-0.43290813393235444
5049113.27696657,1820940.99055419,14,Urban and built-up,11.241779327392578,0.6370264291763306,112.1430435180664,1.495685250474445,0.7555883338684457,0.2914431326489987
5050813.27696657,1819790.99055419,13,Croplands,6,0.5561783909797668,127.80345153808594,1.3872320966757088,0.6388949896448743,0.5289211937142619
5048513.27696657,1823190.99055419,7,Open shrublands,19,1.2627615928649902,75.62086486816406,0.6378345372107516,1.4947147857805543,1.4834929406199389
5052463.27696657,1834540.99055419,16,Barren or sparsely vegetated,432.354248046875,4.5038161277771,1.890992283821106,0.7327719326566797,1.7111168475474017,-1.1080478948717034
5055213.27696657,1825990.99055419,16,Barren or sparsely vegetated,34.4166145324707,0.4539088308811188,26.197439193725586,1.7411476561893875,1.5732502326368298,-0.33624505163312235
5051463.27696657,1822540.99055419,7,Open shrublands,12.024890899658203,1.0984854698181152,24.04444694519043,0.6872422214117632,2.051567970863921,1.3654992475922607
5051313.27696657,1821790.99055419,7,Open shrublands,11.700594902038574,1.2121249437332153,49.00064468383789,0.6675175101673559,1.7831305747100932,1.4276507418533602
